"","VALUE","Freq","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"66",779,3564,11310,2,"11310_2_3_4","California Northern Coastal Grassland","Grassland",2,NA,NA,2,100,NA,NA,"II-A",237,240,216,0.929411765,0.941176471,0.847058824,793,0
"67",786,7504,11780,2,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Conifer",NA,NA,NA,NA,NA,NA,NA,NA,215,176,158,0.843137255,0.690196078,0.619607843,1669,0
"68",787,257,10010,7,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",NA,NA,NA,NA,NA,NA,NA,NA,255,255,190,1,1,0.745098039,57,0
"69",788,237,10020,7,"10020","Mediterranean California Sparsely Vegetated Systems","Sparse",NA,NA,NA,NA,NA,NA,NA,NA,255,245,215,1,0.960784314,0.843137255,53,0
"70",789,12,10030,7,"10030","North Pacific Sparsely Vegetated Systems","Sparse",NA,NA,NA,NA,NA,NA,NA,NA,255,240,190,1,0.941176471,0.745098039,3,0
"71",790,184,10080,7,"10080_1_2_3_7","North Pacific Oak Woodland","Hardwood",293,37,14,10,3,26,71,"I-B",255,120,120,1,0.470588235,0.470588235,41,0
"72",791,181,10110,7,"10110_7","Rocky Mountain Aspen Forest and Woodland","Hardwood",125,100,NA,56,45,55,NA,"III-A",255,255,115,1,1,0.450980392,40,0
"73",796,6209,10220,7,"10220_2_3_6_7","Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland","Conifer",231,70,11,9,5,13,82,"I-B",237,139,90,0.929411765,0.545098039,0.352941176,1381,0
"74",801,9391,10310,7,"10310_7","California Montane Jeffrey Pine(-Ponderosa Pine) Woodland","Conifer",200,118,26,19,10,16,74,"I-C",167,70,0,0.654901961,0.274509804,0,2089,0
"75",803,5,10330,7,"10330_3_6_7","Mediterranean California Subalpine Woodland","Conifer",475,566,NA,258,54,46,NA,"V-A",226,194,162,0.88627451,0.760784314,0.635294118,1,0
